replay,owoot_result,frames,rejected_frame_count,first_route_frame,first_road_frame,original_final_event_name,car_id,first_frame,first_route_ok,first_jump_ok,first_road_wheels,first_active_model,first_gate,first_reason,track_sha256
R0000.RPL,no_additional_violation_detected,1472,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0001.RPL,rejection_candidate,1473,2,0,971,finish,PMIN,971,1,0,0,31,2,no wheel on or above road,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0002.RPL,rejection_candidate,1513,1,0,1000,finish,PMIN,1000,1,0,0,31,2,no wheel on or above road,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0003.RPL,no_additional_violation_detected,1627,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0004.RPL,no_additional_violation_detected,1629,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0005.RPL,no_additional_violation_detected,1636,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0006.RPL,no_additional_violation_detected,1707,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0007.RPL,no_additional_violation_detected,1978,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0008.RPL,rejection_candidate,1588,16,0,1160,finish,PMIN,1160,1,0,0,-99,0,no wheel on or above road,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0009.RPL,no_additional_violation_detected,1625,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0010.RPL,no_additional_violation_detected,1787,0,0,0,finish,PMIN,,,,,,,,b72ccebe57b16c1411590f63af40374c5d463e37d2b58431a6279da7666a9b21
R0011.RPL,no_additional_violation_detected,2338,0,0,0,finish,CDOR,,,,,,,,f2feb9baf57c0f64bc6fbd53e99a87ff0e85615fd213ab3ebd0ff08b93945038
R0012.RPL,no_additional_violation_detected,1592,0,0,0,finish,P962,,,,,,,,7a7260a52b9b720a898fa40323ba103039a488c9eed07549dbdacc63eeb3d01b
R0013.RPL,no_additional_violation_detected,1585,0,0,0,finish,P962,,,,,,,,7a7260a52b9b720a898fa40323ba103039a488c9eed07549dbdacc63eeb3d01b
R0014.RPL,rejection_candidate,2008,623,629,511,finish,PMIN,511,1,0,0,31,2,no wheel on or above road,07669b8edeb9921cb214993296ef0e3189f04870c1dda496f506e55ed3b9ec17
R0015.RPL,rejection_candidate,2209,1507,680,2145,finish,PMIN,680,0,0,14,34,1,stunt route incomplete,07669b8edeb9921cb214993296ef0e3189f04870c1dda496f506e55ed3b9ec17
R0016.RPL,rejection_candidate,2253,11,0,2190,finish,PMIN,2190,1,0,0,-99,0,no wheel on or above road,07669b8edeb9921cb214993296ef0e3189f04870c1dda496f506e55ed3b9ec17
R0017.RPL,rejection_candidate,2188,1534,630,0,finish,PMIN,630,0,0,15,34,1,stunt route incomplete,07669b8edeb9921cb214993296ef0e3189f04870c1dda496f506e55ed3b9ec17
R0018.RPL,rejection_candidate,2109,1460,627,2046,finish,PMIN,627,0,0,15,34,1,stunt route incomplete,07669b8edeb9921cb214993296ef0e3189f04870c1dda496f506e55ed3b9ec17
R0019.RPL,rejection_candidate,1921,1300,599,474,finish,PMIN,474,1,0,0,31,2,no wheel on or above road,07669b8edeb9921cb214993296ef0e3189f04870c1dda496f506e55ed3b9ec17
R0020.RPL,no_additional_violation_detected,1843,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0021.RPL,no_additional_violation_detected,1824,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0022.RPL,no_additional_violation_detected,1996,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0023.RPL,no_additional_violation_detected,1823,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0024.RPL,no_additional_violation_detected,1775,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0025.RPL,no_additional_violation_detected,1661,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0026.RPL,rejection_candidate,1656,1366,275,238,finish,PMIN,238,1,0,0,26,1,no wheel on or above road,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0027.RPL,no_additional_violation_detected,1640,0,0,0,finish,PMIN,,,,,,,,9e46bbb5ed81a9a1f1ad9bc1d7e063b7c74868a6adffbf0de01451a45aae67ce
R0028.RPL,no_additional_violation_detected,2376,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0029.RPL,no_additional_violation_detected,2240,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0030.RPL,no_additional_violation_detected,2224,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0031.RPL,rejection_candidate,2210,2,0,2054,finish,SUKA,2054,1,0,0,35,5,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0032.RPL,no_additional_violation_detected,2338,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0033.RPL,no_additional_violation_detected,2257,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0034.RPL,rejection_candidate,2286,141,2133,2112,finish,SUKA,2112,1,0,0,35,1,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0035.RPL,no_additional_violation_detected,2334,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0036.RPL,rejection_candidate,2306,1,0,886,finish,SUKA,886,1,0,0,-99,0,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0037.RPL,rejection_candidate,2223,1,0,2066,finish,SUKA,2066,1,0,0,35,5,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0038.RPL,rejection_candidate,2256,81,0,789,finish,SUKA,789,1,0,0,-99,0,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0039.RPL,rejection_candidate,2159,901,1244,1220,finish,SUKA,1220,1,0,0,26,8,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0040.RPL,no_additional_violation_detected,2174,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0041.RPL,no_additional_violation_detected,2200,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0042.RPL,no_additional_violation_detected,2197,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0043.RPL,rejection_candidate,2170,1,0,2015,finish,SUKA,2015,1,0,0,35,5,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0044.RPL,no_additional_violation_detected,2167,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0045.RPL,no_additional_violation_detected,2256,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0046.RPL,no_additional_violation_detected,2362,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0047.RPL,no_additional_violation_detected,2436,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0048.RPL,rejection_candidate,2155,1,0,2007,finish,SUKA,2007,1,0,0,35,5,no wheel on or above road,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0049.RPL,no_additional_violation_detected,2356,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0050.RPL,no_additional_violation_detected,2248,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0051.RPL,no_additional_violation_detected,2221,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0052.RPL,no_additional_violation_detected,2292,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0053.RPL,no_additional_violation_detected,2287,0,0,0,finish,SUKA,,,,,,,,9d0c5e3c6ea1b581856dd425561110dbc4d4a9e207eea10bc602006d2127f3f6
R0054.RPL,no_additional_violation_detected,2721,0,0,0,finish,DAUD,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0055.RPL,no_additional_violation_detected,2638,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0056.RPL,no_additional_violation_detected,2669,0,0,0,finish,DMCB,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0057.RPL,no_additional_violation_detected,2845,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0058.RPL,no_additional_violation_detected,2685,0,0,0,finish,DMCB,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0059.RPL,no_additional_violation_detected,2651,0,0,0,finish,DMCB,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0060.RPL,rejection_candidate,2641,3,0,1680,finish,DBMW,1680,1,0,0,-99,0,no wheel on or above road,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0061.RPL,no_additional_violation_detected,2570,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0062.RPL,no_additional_violation_detected,2546,0,0,0,finish,DAUD,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0063.RPL,rejection_candidate,2865,1,0,1457,finish,DAUD,1457,1,0,0,35,5,no wheel on or above road,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0064.RPL,rejection_candidate,2869,2,0,1633,finish,DAUD,1633,1,0,0,31,2,no wheel on or above road,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0065.RPL,no_additional_violation_detected,2771,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0066.RPL,rejection_candidate,2708,8,0,1381,finish,DMCB,1381,1,0,0,-99,0,no wheel on or above road,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0067.RPL,no_additional_violation_detected,2809,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0068.RPL,no_additional_violation_detected,2571,0,0,0,finish,DMCB,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0069.RPL,no_additional_violation_detected,2684,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0070.RPL,no_additional_violation_detected,2736,0,0,0,finish,DAUD,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0071.RPL,no_additional_violation_detected,2722,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0072.RPL,no_additional_violation_detected,2578,0,0,0,finish,DBMW,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0073.RPL,no_additional_violation_detected,2644,0,0,0,finish,DAUD,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0074.RPL,no_additional_violation_detected,2658,0,0,0,finish,DMCB,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0075.RPL,rejection_candidate,2628,1,0,1865,finish,DAUD,1865,1,0,0,-99,0,no wheel on or above road,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0076.RPL,no_additional_violation_detected,2644,0,0,0,finish,DAUD,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0077.RPL,no_additional_violation_detected,2612,0,0,0,finish,DAUD,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0078.RPL,no_additional_violation_detected,2604,0,0,0,finish,DMCB,,,,,,,,d1bfcb2b6269f99d8f21a6d59af8ffb0839fad90d5c57f6c82958265fab2d38c
R0079.RPL,no_additional_violation_detected,1804,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0080.RPL,no_additional_violation_detected,1863,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0081.RPL,no_additional_violation_detected,1871,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0082.RPL,no_additional_violation_detected,1786,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0083.RPL,no_additional_violation_detected,1747,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0084.RPL,no_additional_violation_detected,1737,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0085.RPL,no_additional_violation_detected,1699,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0086.RPL,no_additional_violation_detected,1647,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0087.RPL,no_additional_violation_detected,1632,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0088.RPL,no_additional_violation_detected,1900,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0089.RPL,no_additional_violation_detected,1875,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0090.RPL,no_additional_violation_detected,1868,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0091.RPL,no_additional_violation_detected,1852,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0092.RPL,no_additional_violation_detected,1804,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0093.RPL,no_additional_violation_detected,1758,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0094.RPL,no_additional_violation_detected,1712,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0095.RPL,no_additional_violation_detected,1682,0,0,0,finish,XCFX,,,,,,,,5166c84d764cff717fbd8575e78606ad36268f3fb85fb131077ae4ce52363178
R0096.RPL,rejection_candidate,2167,26,0,607,finish,PMIN,607,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0097.RPL,rejection_candidate,2127,15,0,610,finish,PMIN,610,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0098.RPL,rejection_candidate,2104,19,0,611,finish,PMIN,611,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0099.RPL,rejection_candidate,2077,21,0,596,finish,PMIN,596,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0100.RPL,rejection_candidate,1944,19,0,582,finish,PMIN,582,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0101.RPL,rejection_candidate,1922,14,0,580,finish,PMIN,580,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0102.RPL,rejection_candidate,1898,19,0,582,finish,PMIN,582,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0103.RPL,rejection_candidate,2025,18,0,587,finish,PMIN,587,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0104.RPL,rejection_candidate,2067,23,0,606,finish,PMIN,606,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0105.RPL,rejection_candidate,1930,351,1158,576,finish,PMIN,576,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0106.RPL,rejection_candidate,2266,192,302,588,finish,PMIN,302,0,0,15,28,0,stunt route incomplete,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0107.RPL,rejection_candidate,1955,18,0,586,finish,PMIN,586,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0108.RPL,rejection_candidate,2173,19,0,612,finish,PMIN,612,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0109.RPL,rejection_candidate,1965,17,0,616,finish,PMIN,616,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0110.RPL,rejection_candidate,2120,15,0,627,finish,PMIN,627,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0111.RPL,rejection_candidate,2062,17,0,594,finish,PMIN,594,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0112.RPL,rejection_candidate,2003,15,0,588,finish,PMIN,588,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0113.RPL,rejection_candidate,2304,19,0,658,finish,PMIN,658,1,0,0,-99,0,no wheel on or above road,3e08e629fe86f17b08efe5db26718687cd3245bacb331bb97fd95bc92aedefb0
R0114.RPL,no_additional_violation_detected,1529,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0115.RPL,no_additional_violation_detected,1555,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0116.RPL,rejection_candidate,1500,16,0,423,finish,GATE,423,1,0,0,-99,0,no wheel on or above road,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0117.RPL,no_additional_violation_detected,1501,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0118.RPL,rejection_candidate,1498,1,0,269,finish,GATE,269,1,0,0,31,2,no wheel on or above road,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0119.RPL,no_additional_violation_detected,1719,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0120.RPL,no_additional_violation_detected,1731,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0121.RPL,no_additional_violation_detected,1471,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0122.RPL,rejection_candidate,1456,2,728,692,finish,GATE,692,1,0,0,31,2,no wheel on or above road,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0123.RPL,rejection_candidate,1593,1138,440,436,finish,GATE,436,1,0,0,23,1,no wheel on or above road,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0124.RPL,no_additional_violation_detected,1643,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0125.RPL,rejection_candidate,1763,1,0,280,finish,GATE,280,1,0,0,31,2,no wheel on or above road,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0126.RPL,no_additional_violation_detected,1635,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0127.RPL,rejection_candidate,1588,3,0,430,finish,GATE,430,1,0,0,23,2,no wheel on or above road,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0128.RPL,no_additional_violation_detected,1622,0,0,0,finish,GATE,,,,,,,,886de8d57cffeca03e7d35418e71e3d8572e58d9659cffb6466cda00c99c0dd4
R0129.RPL,no_additional_violation_detected,2004,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0130.RPL,rejection_candidate,1898,4,0,1344,finish,CDOR,1344,1,0,0,-99,0,no wheel on or above road,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0131.RPL,no_additional_violation_detected,1868,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0132.RPL,no_additional_violation_detected,1833,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0133.RPL,rejection_candidate,1824,2,0,609,finish,CDOR,609,1,0,0,-99,0,no wheel on or above road,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0134.RPL,no_additional_violation_detected,1812,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0135.RPL,rejection_candidate,1871,95,951,917,finish,CDOR,917,1,0,0,26,0,no wheel on or above road,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0136.RPL,no_additional_violation_detected,1937,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0137.RPL,no_additional_violation_detected,2070,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0138.RPL,no_additional_violation_detected,1861,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0139.RPL,no_additional_violation_detected,1841,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0140.RPL,no_additional_violation_detected,2135,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0141.RPL,no_additional_violation_detected,1982,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0142.RPL,no_additional_violation_detected,1945,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0143.RPL,rejection_candidate,1847,136,525,0,finish,CDOR,525,0,0,15,34,0,stunt route incomplete,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0144.RPL,no_additional_violation_detected,2005,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0145.RPL,no_additional_violation_detected,1951,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0146.RPL,no_additional_violation_detected,1901,0,0,0,finish,CDOR,,,,,,,,0e92d732a4028e9dc9292ee41aa9bc5ccbc9524b41526ca4878a01ecf1c61b5b
R0147.RPL,rejection_candidate,2036,2,0,463,finish,P962,463,1,0,0,-99,0,no wheel on or above road,e52b1c75b4856fc93a31d9ca4d08961d20c9a562febb0f5d95641ef7eadb6322
R0148.RPL,rejection_candidate,2068,13,0,448,finish,P962,448,1,0,0,-99,0,no wheel on or above road,e52b1c75b4856fc93a31d9ca4d08961d20c9a562febb0f5d95641ef7eadb6322
R0149.RPL,no_additional_violation_detected,2304,0,0,0,finish,P962,,,,,,,,e52b1c75b4856fc93a31d9ca4d08961d20c9a562febb0f5d95641ef7eadb6322
R0150.RPL,rejection_candidate,2146,11,2105,0,finish,P962,2105,0,0,15,34,0,stunt route incomplete,e52b1c75b4856fc93a31d9ca4d08961d20c9a562febb0f5d95641ef7eadb6322
R0151.RPL,rejection_candidate,2359,13,2318,305,finish,P962,305,1,0,0,-99,0,no wheel on or above road,e52b1c75b4856fc93a31d9ca4d08961d20c9a562febb0f5d95641ef7eadb6322
